del_gid
1000068865
1000165539
1000769939
1000795015
1000599084
1000622805
1000029328
1000678303
1000034830
1000322446
1000724803
1000739575
1000285759
1000591291
1000516224
1000668049
1000039624
1000829728
1000183340
1000447915
1000033672
1000797448
1000401296
1000512421
1000025628
1000128721
1000122078
1000540589
1000104318
1000514093
1000060620
1000585262
1000499111
1000858348
1000177543
1000770734
1000315715
1000537535
1000114278
1000569494
1000440310
1000765214
1000259016
1000809479
1000115062
1000389161
1000278170
1000464355
1000296385
1000304843
1000235011
1000241550
1000178128
1000266800
1000003471
1000602879
1000121953
1000654111
1000355096
1000438548
1000375873
1000695896
1000380384
1000452472
